Fake ID,Year,City,Month,Day,Time,Week,Type Of Accident,Reasons,Street,Place,Area,Location,Lighting,Road Condition,Weather Condition,Road surface,Lay injured,Injured seat,Degree of injury,Age of the injured,The person's gender,Speed of the road,Number of tracks,Pedestrian behavior,Intersection,Total
898673,2021,Sharjah,November,Friday,Before noon,second week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Al -Maliha Street / Kalba towards Kalba,External road,Al -Maliha Street / Kalba,Double road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,13,Female,120,3,There is no,Not at intersection,1
898677,2021,Fujairah,May,Thursday,Before noon,second week,A fixed body was shocked outside the road,Sudden deviation,A profitable street -,Residential area,Village,public road,day,Wicked (Bad),No Clouds,Temple,passenger,Rapid in the back seat,Simple,15,Male,120,3,There is no,Not on or by (20) meters of a,1
898679,2021,Sharjah,August,Friday,Evening,the third week,Deterioration,Sudden deviation,Hamriyah,Residential area,Hamriyah,Individual,day,Wicked (Bad),No Clouds,Sand,passenger,Rapid in the back seat,Simple,19,Male,40,1,There is no,Others,1
898681,2021,Sharjah,January,Wednesday,Before noon,fourth week,A fixed body was shocked outside the road,Sudden deviation,Sheikh Khalid bin Mohammed Al Qasimi Street,Commercial area,Sheikh Khaled Road,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,35,Male,60,2,There is no,Not on or by (20) meters of a,1
898682,2021,Abu Dhabi,Dec,Sunday,Before noon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Sultan Bin Zayed the First Street (Thirty Two),Residential area,There is no definition of regions,public road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,29,Male,80,4,There is no,Not at intersection,1
898687,2021,Abu Dhabi,October,Saturday,Before noon,The first week,Deterioration,Preoccupation with the road while driving the vehicle in any way,The shampoo,Tunnel / Bridge,There is no definition of regions,Individual,day,Wicked (Bad),fog,Temple,passenger,Rapid in the back seat,Simple,17,Male,80,1,There is no,Not on or by (20) meters of a,1
898690,2021,Abu Dhabi,Dec,Monday,At noon,second week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,Tunnel / Bridge,The Bridge of Huma,Individual,day,The movement is suspended,No Clouds,dry,driver,Driver,Simple,28,Male,140,4,There is no,Not on or by (20) meters of a,1
898701,2021,Umm Al Quwain,March,Monday,Before noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Zayed bin Sultan Al Nahyan Street,Petrol station,Navel,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,32,Male,80,2,There is no,Not on or by (20) meters of a,1
898703,2021,Abu Dhabi,July,Thursday,In the afternoon,The first week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,External road,the seal,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,32,Male,160,3,There is no,Not on or by (20) meters of a,1
898705,2021,Ras Al Khaimah,May,Thursday,Before noon,fourth week,Deterioration,Sudden deviation,Asfni Street,Tunnel / Bridge,Wadi describe me,Individual,day,Wicked (Bad),No Clouds,dry,passenger,Bike,Simple,34,Male,80,1,There is no,Not on or by (20) meters of a,1
898706,2021,Ras Al Khaimah,March,Sunday,At noon,fourth week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Al -Kharan Street,Commercial area,Hurry,public road,day,Wicked (Bad),No Clouds,Temple,passenger,A passenger in the front seat,Simple,43,Female,80,2,There is no,Not on or by (20) meters of a,1
898711,2021,Fujairah,April,Tuesday,Evening,second week,Be shocked,Sudden deviation,Industrial tricks,Industrial area,Tricks,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Simple,30,Male,80,2,There is no,Not at intersection,1
898712,2021,Abu Dhabi,January,Tuesday,Evening,The first week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Sweihan Road,External road,The farmer,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,19,Male,140,4,There is no,Not on or by (20) meters of a,1
898714,2021,Abu Dhabi,March,Tuesday,In the afternoon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Sweihan Road,External road,Sweihan,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,57,Female,140,2,There is no,Not at intersection,1
898715,2021,Sharjah,October,Saturday,Before noon,The fifth week,Deterioration,Sudden deviation,Hamriyah,Residential area,Hamriyah,Individual,Night - without lighting,Wicked (Bad),No Clouds,Sand,driver,Driver,Simple,17,Male,10,1,There is no,Not on or by (20) meters of a,1
898717,2021,Abu Dhabi,Dec,Monday,At noon,second week,Shock,Sudden deviation,Sheikh Maktoum Bin Rashid Street,Tunnel / Bridge,The Bridge of Huma,Individual,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,48,Male,140,4,There is no,Not on or by (20) meters of a,1
898723,2021,Sharjah,March,Sunday,Evening,fourth week,Run,Preoccupation with the road while driving the vehicle in any way,Oushanic Hotel Roundabout,Petrol station,Al -Nudaifi,Other (select),Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Simple,27,Male,20,1,He crosses not on transit lines,Not on or by (20) meters of a,1
898726,2021,Abu Dhabi,July,Friday,Evening,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Roin Road,Sandy area,sedate,Individual,Night - without lighting,Wicked (Bad),No Clouds,Other (select),pedestrian,There is no passenger,Simple,33,Male,40,1,There is no,Not on or by (20) meters of a,1
898743,2021,Umm Al Quwain,November,Thursday,Evening,the third week,Deterioration,Sudden deviation,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),Petrol station,Navel,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,35,Male,120,3,There is no,Not on or by (20) meters of a,1
898745,2021,Ras Al Khaimah,January,Tuesday,Evening,the third week,Deterioration,Sudden deviation,Khuzam Street,Mosque,Lap,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,Simple,49,Male,80,3,There is no,Not on or by (20) meters of a,1
898746,2021,Sharjah,October,Thursday,At noon,the third week,Shock,Sudden deviation,Third industrial street,Industrial area,The tenth industrial,Intersection,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,37,Male,60,3,There is no,Vertical cross intersection,1
898753,2021,Abu Dhabi,February,Friday,Evening,the third week,A fixed body was shocked outside the road,Sudden deviation,Muhammad bin Khalifa Street,Residential area,Healer,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,27,Male,60,3,There is no,vertigo,1
898756,2021,Sharjah,February,Monday,At noon,fourth week,Be shocked,Sudden deviation,Sheikh Mohammed bin Zayed Street,External road,Hamriyah,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,36,Male,120,3,There is no,Not on or by (20) meters of a,1
898758,2021,Abu Dhabi,May,Sunday,At noon,second week,Shock,Sudden deviation,Sheikh Maktoum Bin Rashid Street,Others,There is no definition of regions,public road,day,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,43,Male,100,2,There is no,Not on or by (20) meters of a,1
898760,2021,Ras Al Khaimah,October,Saturday,Evening,second week,Be shocked,Sudden deviation,Dafta Street,Mountainous area,Inconsistent,public road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,47,Male,100,2,There is no,Not at intersection,1
898761,2021,Fujairah,Dec,Thursday,Evening,The first week,Shock,Sudden deviation,Al -Masafi Roundabout,Governmental,Masafi area,public road,day,Other (select),No Clouds,Temple,driver,Driver,Medium,25,Male,100,0,There is no,Not on or by (20) meters of a,1
898763,2021,Sharjah,September,Tuesday,Evening,the third week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Al -Montazah Square,Residential area,Grocery,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,31,Male,20,2,There is no,vertigo,1
898764,2021,Abu Dhabi,January,Friday,At noon,fourth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Residential area,Bani Yas (East),vertigo,day,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,29,Male,60,3,There is no,vertigo,1
898768,2021,Abu Dhabi,May,Thursday,In the afternoon,fourth week,Run,Preoccupation with the road while driving the vehicle in any way,There is no definition,Industrial area,Industrial Archbishop,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,pedestrian,There is no passenger,Medium,42,Male,80,3,There is no,Not on or by (20) meters of a,1
898769,2021,Abu Dhabi,May,Friday,In the afternoon,second week,Cross -100,Sudden deviation,Armored road,Industrial area,Industrial armored bridge,Dhuatatin Road,day,Wicked (Bad),No Clouds,Temple,passenger,A passenger in the front seat,Medium,34,Female,40,2,There is no,Not on or by (20) meters of a,1
898771,2021,Abu Dhabi,March,Tuesday,Evening,The first week,Deterioration,Sudden deviation,Nahel Street - Al Ain,External road,There is no definition of regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,33,Male,140,2,There is no,Not at intersection,1
898773,2021,Abu Dhabi,Dec,Wednesday,Evening,second week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Al Ain Street - Dubai,External road,All regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,21,Male,140,3,There is no,Not at intersection,1
898774,2021,Abu Dhabi,January,Monday,At noon,The first week,Be shocked,Sudden deviation,Armored road,Commercial area,Industrial armored bridge,Intersection,day,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,34,Male,40,3,There is no,Multi -legs intersection,1
898780,2021,Abu Dhabi,Dec,Thursday,Evening,the third week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Residential area,Tall,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,40,Male,80,3,There is no,vertigo,1
898784,2021,Ras Al Khaimah,May,Monday,Evening,The fifth week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Sheikh Rashid bin Saeed Street,School,Northern,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Bike,Medium,20,Male,80,2,There is no,Not on or by (20) meters of a,1
898791,2021,Abu Dhabi,September,Thursday,Evening,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Rashid Al Maktoum Street,Tunnel / Bridge,Gentott,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,36,Male,140,4,There is no,Not on or by (20) meters of a,1
898798,2021,Sharjah,April,Thursday,Evening,fourth week,Deterioration,Sudden deviation,Al Dhaid Street / Al Madam towards Al Madam,Others,Madame,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Medium,18,Male,100,2,There is no,Not on or by (20) meters of a,1
898799,2021,Abu Dhabi,March,Monday,Before noon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,Tunnel / Bridge,There is no definition of regions,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,36,Male,160,3,There is no,Not on or by (20) meters of a,1
898807,2021,Abu Dhabi,October,Wednesday,Evening,The first week,A fixed body was shocked outside the road,Sudden deviation,Sheikh Mohammed bin Rashid Al Maktoum Street,External road,There is no definition of regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,27,Male,100,4,There is no,Not on or by (20) meters of a,1
898812,2021,Abu Dhabi,October,Wednesday,At noon,The first week,Be shocked,Sudden deviation,Abu Dhabi Road - Al Ain,Petrol station,Hawi bridge,public road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,37,Male,120,4,There is no,Not at intersection,1
898813,2021,Abu Dhabi,September,Tuesday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Umm Al -Nar Road / Shahama,Residential area,Rest Beach,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,26,Male,140,4,There is no,Not on or by (20) meters of a,1
898814,2021,Abu Dhabi,August,Friday,Evening,the third week,Deterioration,Sudden deviation,Khalifa Bin Zayed Street,Commercial area,Al -Mijiei,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,27,Male,80,3,There is no,Not on or by (20) meters of a,1
898815,2021,Abu Dhabi,July,Sunday,Before noon,The first week,Deterioration,Sudden deviation,An internal street,Others,My line,Other (select),day,Wicked (Bad),No Clouds,earthy,driver,Driver,Medium,38,Male,20,0,There is no,Not at intersection,1
898832,2021,Abu Dhabi,August,Saturday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Liwa Street,Agricultural area,Zayed City,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,40,Male,140,2,There is no,Not on or by (20) meters of a,1
898836,2021,Abu Dhabi,Dec,Wednesday,Evening,The fifth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,International airport roads,External road,Khalifa City (a),Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,24,Male,80,2,There is no,Not on or by (20) meters of a,1
898838,2021,Abu Dhabi,Dec,Saturday,In the afternoon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,There is no definition,Tunnel / Bridge,Between the two bridges,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,56,Male,100,3,There is no,Not at intersection,1
898839,2021,Ajman,May,Thursday,Evening,second week,Be shocked,Sudden deviation,Omar bin al-Khattab Street,Commercial area,Palm,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,28,Male,50,0,There is no,Not on or by (20) meters of a,1
898840,2021,Abu Dhabi,November,Friday,Evening,fourth week,Cross -100,Sudden deviation,Abu Dhabi Road - Al Ain,Others,Al Wathba (East + West),Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,27,Male,80,1,There is no,Not on or by (20) meters of a,1
898841,2021,Abu Dhabi,February,Thursday,At noon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Yas Street One,Tunnel / Bridge,Yass Island,Double road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,44,Male,140,4,There is no,Not on or by (20) meters of a,1
898845,2021,Abu Dhabi,July,Wednesday,Evening,second week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Toward,Residential area,Tall,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Bike,Medium,26,Male,80,2,There is no,Not on or by (20) meters of a,1
898848,2021,Abu Dhabi,Dec,Wednesday,Evening,The fifth week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,International airport roads,Governmental,Khalifa City (a),Individual,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,23,Male,100,3,There is no,Not on or by (20) meters of a,1
898849,2021,Sharjah,January,Saturday,Before noon,The fifth week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Truck Road (Al -Jadadiya - Al Sharq) Khorfakkan,Governmental,Sheikh Khalifa bin Zayed Street,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,38,Female,80,2,There is no,Not on or by (20) meters of a,1
898851,2021,Fujairah,November,Monday,Before noon,fourth week,Be shocked,Sudden deviation,Cement Factory Street,Mountainous area,Dibba Al -Fujairah / Al -Gob,public road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,46,Male,100,2,There is no,Not on or by (20) meters of a,1
898853,2021,Abu Dhabi,October,Wednesday,Evening,the third week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Al Wathba Palace - Camel Square roundabout,External road,Al Wathba Camel Square,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,41,Male,80,2,There is no,vertigo,1
898858,2021,Abu Dhabi,February,Thursday,Evening,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Rashid Al Maktoum Street,Petrol station,Gentott,public road,Night - Enough lighting,Wicked (Bad),fog,dry,driver,Driver,Medium,34,Male,80,4,There is no,Not on or by (20) meters of a,1
898859,2021,Abu Dhabi,October,Friday,Evening,The fifth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Emirates School Tunnel,Residential area,Industrial Archbishop,bridge,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,29,Male,80,4,There is no,Not on or by (20) meters of a,1
898861,2021,Ras Al Khaimah,January,Thursday,Evening,fourth week,Shock,Sudden deviation,Emirates Al Saadi Street,Others,The Red Island,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,35,Male,120,2,There is no,Not at intersection,1
898862,2021,Abu Dhabi,April,Friday,Evening,The first week,Run,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,Petrol station,There is no definition of regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,34,Female,140,4,He crosses not on transit lines,Not on or by (20) meters of a,1
898864,2021,Sharjah,July,Wednesday,In the afternoon,fourth week,Run,Preoccupation with the road while driving the vehicle in any way,Kuwait Street,hospital,Sorrow,Intersection,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,42,Male,40,3,He crosses pedestrian crossing lines,Vertical cross intersection,1
898865,2021,Umm Al Quwain,June,Thursday,Before noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),External road,Navel,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Medium,24,Male,120,3,There is no,Not on or by (20) meters of a,1
898868,2021,Abu Dhabi,January,Tuesday,Evening,The first week,Run,Preoccupation with the road while driving the vehicle in any way,An internal street,Residential area,Shuwaib,Double road,Night - without lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,26,Male,60,2,Familiar,Not on or by (20) meters of a,1
898869,2021,Ras Al Khaimah,May,Wednesday,At noon,fourth week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Khuzam Street,Residential area,Lap,public road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,67,Male,80,2,There is no,Hole,1
898873,2021,Abu Dhabi,Dec,Thursday,In the afternoon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Tunnel / Bridge,Al -Shamekha Bridge,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,40,Female,80,3,There is no,Not on or by (20) meters of a,1
898874,2021,Abu Dhabi,March,Thursday,At noon,fourth week,Be shocked,Sudden deviation,Arabian Gulf Street(Thirty),Tunnel / Bridge,Bridge,Individual,day,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,31,Male,120,3,There is no,Not on or by (20) meters of a,1
898876,2021,Fujairah,July,Sunday,Evening,fourth week,Deterioration,Sudden deviation,Faqit General Street,Commercial area,Dibba Al -Fujairah / Faqit area,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,22,Male,100,2,There is no,Not on or by (20) meters of a,1
898878,2021,Ras Al Khaimah,May,Tuesday,Before noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Falaiya Street,Commercial area,Atmosphere,Out of the way,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,31,Male,60,1,There is no,Not at intersection,1
898881,2021,Abu Dhabi,August,Wednesday,Evening,The first week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Armored road,Commercial area,New industrial bridge,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,30,Female,60,2,There is no,vertigo,1
898885,2021,Abu Dhabi,June,Saturday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,Tunnel / Bridge,Sayeh Al -Sidair,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Medium,23,Male,120,4,There is no,Not on or by (20) meters of a,1
898891,2021,Abu Dhabi,February,Friday,At noon,second week,Run,Preoccupation with the road while driving the vehicle in any way,Truck Road,External road,Al -Ajaban Road,Individual,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,37,Male,40,1,There is no,Not on or by (20) meters of a,1
898892,2021,Abu Dhabi,January,Tuesday,Before noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Tarif road,External road,Al Dhafra Air Force Base,public road,day,Wicked (Bad),No Clouds,Foundation,passenger,Rapid in the back seat,Medium,25,Male,80,5,There is no,Not on or by (20) meters of a,1
898896,2021,Abu Dhabi,October,Thursday,Evening,fourth week,Run,Preoccupation with the road while driving the vehicle in any way,Al -Ruwais Residential Street,Residential area,Petroleum Station Roundabout,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,17,Female,30,2,He crosses pedestrian crossing lines,Not at intersection,1
898899,2021,Abu Dhabi,February,Wednesday,Before noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Truck Road (Abu Dhabi-Al Ain),Tunnel / Bridge,There is no definition of regions,Double road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Medium,27,Male,80,2,There is no,Not on or by (20) meters of a,1
898900,2021,Ras Al Khaimah,April,Tuesday,At noon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Al Montaser Street,Commercial area,Palm,Dhuatatin Road,day,Wicked (Bad),No Clouds,Temple,driver,Bike,Medium,26,Male,40,2,There is no,Hole,1
898902,2021,Abu Dhabi,January,Thursday,In the afternoon,second week,Deterioration,Sudden deviation,Abu Dhabi Road - Al Ain,External road,Treasury Bridge,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Medium,26,Male,160,3,There is no,Not on or by (20) meters of a,1
898903,2021,Abu Dhabi,August,Sunday,At noon,fourth week,Shock,Sudden deviation,Nahel Street - Al Ain,Residential area,All regions,Double road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Medium,11,Female,140,2,There is no,Not at intersection,1
898904,2021,Abu Dhabi,November,Friday,Evening,fourth week,Cross -100,Sudden deviation,Abu Dhabi Road - Al Ain,Others,Al Wathba (East + West),Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Medium,54,Male,80,1,There is no,Not on or by (20) meters of a,1
898913,2021,Sharjah,February,Tuesday,Before noon,second week,Deterioration,Sudden deviation,Khorfakkan Road,External road,Sharjah / Al Dhaid,Double road,day,Wicked (Bad),fog,dry,passenger,Rapid in the back seat,Medium,44,Male,120,2,There is no,Not on or by (20) meters of a,1
898919,2021,Abu Dhabi,August,Saturday,Evening,The first week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,Residential area,Bani Yas (East),Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,24,Male,60,2,There is no,Not on or by (20) meters of a,1
898930,2021,Abu Dhabi,May,Sunday,At noon,fourth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Al Dahama Roundabout,Residential area,Raw,vertigo,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,25,Female,100,3,There is no,vertigo,1
898932,2021,Abu Dhabi,January,Tuesday,Before noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Tarif road,External road,Al Dhafra Air Force Base,public road,day,Wicked (Bad),No Clouds,Foundation,passenger,Rapid in the back seat,Medium,34,Male,80,5,There is no,Not on or by (20) meters of a,1
898937,2021,Abu Dhabi,November,Tuesday,Evening,the third week,Deterioration,Sudden deviation,Zayed First Street,Governmental,Falaj Hazaa,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Eloquent,27,Male,100,3,There is no,Not at intersection,1
898938,2021,Ras Al Khaimah,September,Saturday,At noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Al Ras area,Residential area,Whisper,public road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Eloquent,15,Male,40,2,There is no,Not on or by (20) meters of a,1
898940,2021,Ras Al Khaimah,July,Thursday,In the afternoon,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Al -Falaiya Street,Commercial area,Atmosphere,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,pedestrian,There is no passenger,Eloquent,33,Female,100,2,He crosses not on transit lines,Not on or by (20) meters of a,1
898941,2021,Fujairah,April,Monday,Before noon,fourth week,Consecutive,Preoccupation with the road while driving the vehicle in any way,"Public Street, General Street",Agricultural area,Bureaux area,Other (select),Night - without lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,50,Male,50,1,There is no,Not on or by (20) meters of a,1
898942,2021,Ras Al Khaimah,June,Tuesday,In the afternoon,The fifth week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Al -Falaiya Street,Commercial area,Atmosphere,Double road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Eloquent,77,Male,100,2,There is no,Not on or by (20) meters of a,1
898943,2021,Fujairah,May,Monday,Evening,The fifth week,Deterioration,Sudden deviation,New Truck Street,an airport,Tricks,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,28,Male,100,2,There is no,Not at intersection,1
898944,2021,Ras Al Khaimah,October,Monday,In the afternoon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Street,Residential area,Decent,Dhuatatin Road,Night - without lighting,Wicked (Bad),No Clouds,Temple,driver,Bike,Eloquent,70,Male,50,2,There is no,Vertical cross intersection,1
898947,2021,Sharjah,January,Monday,Evening,the third week,Deterioration,Sudden deviation,New Truck Street,Sandy area,Aldhid area sub -streets,Other (select),Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,48,Male,40,2,There is no,Not at intersection,1
898948,2021,Fujairah,February,Sunday,In the afternoon,fourth week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Sheikh Zayed bin Sultan Al Nahyan Street,School,Dibba Al -Fajr area / against us,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,52,Male,80,2,There is no,Not on or by (20) meters of a,1
898951,2021,Abu Dhabi,November,Saturday,Evening,the third week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Toward,Residential area,Tall,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,48,Female,100,3,There is no,vertigo,1
898956,2021,Ras Al Khaimah,July,Friday,Evening,The fifth week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Al Ras area,Residential area,Whisper,Individual,Night - without lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,71,Male,40,1,There is no,Others,1
898961,2021,Abu Dhabi,May,Tuesday,At noon,the third week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Cemetery,External road,The new cemetery,vertigo,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,34,Male,100,3,There is no,vertigo,1
898962,2021,Abu Dhabi,February,Friday,At noon,The first week,Run,Preoccupation with the road while driving the vehicle in any way,Nahyan First Street,Commercial area,full,Double road,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,death,3,Male,80,3,He crosses not on transit lines,Not on or by (20) meters of a,1
898963,2021,Ras Al Khaimah,June,Tuesday,Evening,The fifth week,Run,Preoccupation with the road while driving the vehicle in any way,Al -Munai’i Street,Others,Al -Munai’i,Out of the way,Night - without lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,death,29,Male,60,1,There is no,Not on or by (20) meters of a,1
